Site;Date;Gaz (kWh);PE (kg);Electricité (kWh);Gaz (kWh/kg);Electricité (kWh/kg)
PTWE35;2022-02-06;1841.0;0.0;0.0;;
PTWE35;2022-02-07;46069.0;11847.08;0.0;3.888637537688612;
PTWE35;2022-02-08;51393.0;10946.64;0.0;4.694865273727829;
PTWE35;2022-02-09;46489.0;40077.04;0.0;1.1599908576082465;
PTWE35;2022-02-10;49778.0;11853.04;0.0;4.199597740326532;
PTWE35;2022-02-11;38867.0;13131.748;0.0;2.959773519869556;
PTWE35;2022-02-12;0.0;0.0;0.0;;
PTWE35;2022-02-13;2079.0;0.0;0.0;;
PTWE35;2022-02-14;49006.0;11110.7;0.0;4.410703196018252;
PTWE35;2022-02-15;47756.0;11522.29;0.0;4.144662215583881;
PTWE35;2022-02-16;48087.0;12449.91;0.0;3.862437559789589;
PTWE35;2022-02-17;46154.0;12767.18;0.0;3.61505046533377;
PTWE35;2022-02-18;39957.0;12061.39;0.0;3.312802255793072;
PTWE35;2022-02-19;0.0;0.0;0.0;;
PTWE35;2022-02-20;3487.0;0.0;0.0;;
PTWE35;2022-02-21;46003.0;11323.94;0.0;4.062455293828826;
PTWE35;2022-02-22;45288.0;11642.924;0.0;3.889744534963897;
PTWE35;2022-02-23;43205.0;11691.474;0.0;3.695427967423098;
PTWE35;2022-02-24;38303.0;11007.16;0.0;3.4798258588046327;
PTWE35;2022-02-25;160.0;11056.802;0.0;0.014470730325097618;
PTWE35;2022-02-26;0.0;0.0;0.0;;
PTWE35;2022-02-27;2416.0;0.0;0.0;;
PTWE35;2022-02-28;43434.0;10323.452000000001;0.0;4.207313600140727;
PTWE35;2022-03-01;49099.0;0.0;0.0;;
PTWE35;2022-03-02;48684.0;12977.736;0.0;3.751347692694627;
PTWE35;2022-03-03;47137.0;11761.06;0.0;4.007887044194996;
PTWE35;2022-03-04;44438.0;12016.098;0.0;3.6982055239562794;
PTWE35;2022-03-05;0.0;0.0;0.0;;
PTWE35;2022-03-06;2861.0;0.0;0.0;;
PTWE35;2022-03-07;54517.0;12532.716;0.0;4.349974897699748;
PTWE35;2022-03-08;52338.0;14214.914;0.0;3.681907607742122;
PTWE35;2022-03-09;55832.0;13008.64;0.0;4.291916756863131;
PTWE35;2022-03-10;54990.0;15366.46;0.0;3.5785730740847277;
PTWE35;2022-03-11;46090.0;14607.720000000001;0.0;3.1551809591092925;
PTWE35;2022-03-12;0.0;0.0;0.0;;
PTWE35;2022-03-13;3658.0;0.0;0.0;;
PTWE35;2022-03-14;46330.0;14174.84;0.0;3.26846722784878;
PTWE35;2022-03-15;46566.0;12253.27;0.0;3.800291677242075;
PTWE35;2022-03-16;43789.0;12551.19;0.0;3.488832533010814;
PTWE35;2022-03-17;49849.0;12339.83;0.0;4.039682880558322;
PTWE35;2022-03-18;40045.0;12341.8;0.0;3.2446644735775982;
PTWE35;2022-03-19;0.0;0.0;0.0;;
PTWE35;2022-03-20;2998.0;0.0;0.0;;
PTWE35;2022-03-21;52995.0;12274.51;0.0;4.317483956589713;
PTWE35;2022-03-22;52993.0;13226.61;0.0;4.0065443828766405;
PTWE35;2022-03-23;52909.0;16276.357;0.0;3.2506659813372245;
PTWE35;2022-03-24;48547.0;13338.664;0.0;3.6395698999539983;
PTWE35;2022-03-25;2149.0;40445.072;0.0;0.053133790935024176;
PTWE35;2022-03-26;0.0;0.0;0.0;;
PTWE35;2022-03-27;2817.0;0.0;0.0;;
PTWE35;2022-03-28;51130.0;757.5;0.0;67.4983498349835;
PTWE35;2022-03-29;52971.0;12643.182;0.0;4.189688956466814;
PTWE35;2022-03-30;54860.0;13202.8;0.0;4.155179204411186;
PTWE35;2022-03-31;50599.0;14565.42;0.0;3.4739128703463407;
PTWE35;2022-04-01;45707.0;13637.34;0.0;3.351606691627546;
PTWE35;2022-04-02;0.0;13763.5;0.0;;
PTWE35;2022-04-03;3059.0;0.0;0.0;;
PTWE35;2022-04-04;49646.0;0.0;0.0;;
PTWE35;2022-04-05;49492.0;12932.060000000001;0.0;3.827077820548311;
PTWE35;2022-04-06;49975.0;12873.76;0.0;3.8819272691117437;
PTWE35;2022-04-07;49307.0;13844.232;0.0;3.5615554550082664;
PTWE35;2022-04-08;42002.0;14293.44;0.0;2.938550831710211;
PTWE35;2022-04-09;0.0;0.0;0.0;;
PTWE35;2022-04-10;3011.0;0.0;0.0;;
PTWE35;2022-04-11;52479.0;13036.328;0.0;4.025596778479339;
PTWE35;2022-04-12;52844.0;18799.59;0.0;2.8109123656420167;
PTWE35;2022-04-13;50461.0;15242.27;0.0;3.3105961251178466;
PTWE35;2022-04-14;47988.0;13859.82;0.0;3.4623826283458228;
PTWE35;2022-04-15;35496.0;14527.619999999999;0.0;2.4433458474271768;
PTWE35;2022-04-16;0.0;0.0;0.0;;
PTWE35;2022-04-17;0.0;0.0;0.0;;
PTWE35;2022-04-18;3143.0;0.0;0.0;;
PTWE35;2022-04-19;49111.0;11043.09;0.0;4.447215408006273;
PTWE35;2022-04-20;53737.0;13595.296;0.0;3.9526171405168373;
PTWE35;2022-04-21;48251.0;13205.752;0.0;3.6537866226777544;
PTWE35;2022-04-22;43067.0;13424.045;0.0;3.208198423053558;
PTWE35;2022-04-23;0.0;0.0;0.0;;
PTWE35;2022-04-24;3226.0;0.0;0.0;;
PTWE35;2022-04-25;50500.0;13229.544;0.0;3.8172139568831702;
PTWE35;2022-04-26;49638.0;13245.792;0.0;3.7474542858592375;
PTWE35;2022-04-27;54013.0;15717.664;0.0;3.436452134362969;
PTWE35;2022-04-28;50461.0;13235.42;0.0;3.8125726270870133;
PTWE35;2022-04-29;45439.0;12663.17;0.0;3.588280027828735;
PTWE35;2022-04-30;0.0;15038.69;0.0;;
PTWE35;2022-05-01;2694.0;0.0;0.0;;
PTWE35;2022-05-02;48066.0;250.008;0.0;192.25784774887202;
PTWE35;2022-05-03;49626.0;12088.08;0.0;4.105366609089285;
PTWE35;2022-05-04;43253.0;13688.279999999999;0.0;3.1598564611477853;
PTWE35;2022-05-05;49116.0;11775.34;0.0;4.1710897519731915;
PTWE35;2022-05-06;46497.0;13818.56;0.0;3.3648223838084435;
PTWE35;2022-05-07;0.0;0.0;0.0;;
PTWE35;2022-05-08;2307.0;0.0;0.0;;
PTWE35;2022-05-09;46582.0;14056.9;0.0;3.3138174135122256;
PTWE35;2022-05-10;51419.0;11355.23;0.0;4.528221797356813;
PTWE35;2022-05-11;49414.0;13783.99;0.0;3.584883622231299;
PTWE35;2022-05-12;47224.0;13721.052;0.0;3.441718608748076;
PTWE35;2022-05-13;40589.0;13161.442;0.0;3.08393259644346;
PTWE35;2022-05-14;0.0;0.0;0.0;;
PTWE35;2022-05-15;3732.0;0.0;0.0;;
PTWE35;2022-05-16;48037.0;12241.552;0.0;3.924093938415652;
PTWE35;2022-05-17;47635.0;14608.024;0.0;3.2608790894648036;
PTWE35;2022-05-18;44084.0;13789.380000000001;0.0;3.196953017467065;
PTWE35;2022-05-19;47314.0;12768.77;0.0;3.705446961610241;
PTWE35;2022-05-20;38987.0;13248.04;0.0;2.942850414098991;
PTWE35;2022-05-21;0.0;0.0;0.0;;
PTWE35;2022-05-22;3258.0;0.0;0.0;;
PTWE35;2022-05-23;47214.0;11987.548;0.0;3.9385869403818026;
PTWE35;2022-05-24;43394.0;12551.45;0.0;3.4572897952029447;
PTWE35;2022-05-25;35181.0;11406.130000000001;0.0;3.0843940933515572;
PTWE35;2022-05-26;0.0;0.0;0.0;;
PTWE35;2022-05-27;0.0;0.0;0.0;;
PTWE35;2022-05-28;0.0;0.0;0.0;;
PTWE35;2022-05-29;2264.0;0.0;0.0;;
PTWE35;2022-05-30;47467.0;11008.087;0.0;4.312011705576092;
PTWE35;2022-05-31;48172.0;11383.35;0.0;4.231794682584652;
PTWE35;2022-06-01;47706.0;12667.06;0.0;3.766146209144032;
PTWE35;2022-06-02;46974.0;12557.5;0.0;3.7407127214811866;
PTWE35;2022-06-03;39694.0;12463.130000000001;0.0;3.1849142229921372;
PTWE35;2022-06-04;0.0;13099.439999999999;0.0;;
PTWE35;2022-06-05;0.0;0.0;0.0;;
PTWE35;2022-06-06;2146.0;0.0;0.0;;
PTWE35;2022-06-07;41034.0;0.0;0.0;;
PTWE35;2022-06-08;43505.0;10938.98;0.0;3.9770618467169703;
PTWE35;2022-06-09;43704.0;11722.923999999999;0.0;3.7280801274494317;
PTWE35;2022-06-10;38339.0;12061.792000000001;0.0;3.1785492570258214;
PTWE35;2022-06-11;0.0;0.0;0.0;;
PTWE35;2022-06-12;3176.0;0.0;0.0;;
PTWE35;2022-06-13;48467.0;12893.475999999999;0.0;3.759032862821477;
PTWE35;2022-06-14;49954.0;12253.766;0.0;4.076624280241683;
PTWE35;2022-06-15;45832.0;14314.310000000001;0.0;3.2018308950972836;
PTWE35;2022-06-16;43670.0;13522.53;0.0;3.2294252628761035;
PTWE35;2022-06-17;34419.0;12989.254;0.0;2.64980575481856;
PTWE35;2022-06-18;0.0;0.0;0.0;;
PTWE35;2022-06-19;2953.0;0.0;0.0;;
PTWE35;2022-06-20;49189.0;12318.034;0.0;3.993250871039973;
PTWE35;2022-06-21;50815.0;13529.4;0.0;3.755894570343105;
PTWE35;2022-06-22;47068.0;15314.08;0.0;3.0735114352282342;
PTWE35;2022-06-23;38322.0;14502.758;0.0;2.642393950171409;
PTWE35;2022-06-24;151.0;10915.473;0.0;0.013833573680224394;
PTWE35;2022-06-25;0.0;0.0;0.0;;
PTWE35;2022-06-26;1997.0;0.0;0.0;;
PTWE35;2022-06-27;44116.0;0.0;0.0;;
PTWE35;2022-06-28;43127.0;11597.743999999999;0.0;3.718568024953819;
PTWE35;2022-06-29;43090.0;12264.232;0.0;3.5134690863643154;
PTWE35;2022-06-30;44787.0;11885.779999999999;0.0;3.768116185896088;
PTWE35;2022-07-01;35096.0;12681.6;0.0;2.7674741357557404;
PTWE35;2022-07-02;0.0;11971.58;0.0;;
PTWE35;2022-07-03;1628.0;0.0;0.0;;
PTWE35;2022-07-04;34975.0;0.0;0.0;;
PTWE35;2022-07-05;39588.0;8700.136;0.0;4.550273696870946;
PTWE35;2022-07-06;39638.0;11020.14;0.0;3.596869005293944;
PTWE35;2022-07-07;37807.0;11058.136;0.0;3.4189306407517503;
PTWE35;2022-07-08;34361.0;10412.06;0.0;3.300115443053536;
PTWE35;2022-07-09;0.0;0.0;0.0;;
PTWE35;2022-07-10;2750.0;0.0;0.0;;
PTWE35;2022-07-11;41945.0;11569.388;0.0;3.625515887270787;
PTWE35;2022-07-12;41656.0;11988.484;0.0;3.474667856252717;
PTWE35;2022-07-13;38663.0;12356.932;0.0;3.128851077273873;
PTWE35;2022-07-14;0.0;0.0;0.0;;
PTWE35;2022-07-15;0.0;0.0;0.0;;
PTWE35;2022-07-16;0.0;0.0;0.0;;
PTWE35;2022-07-17;2855.0;0.0;0.0;;
PTWE35;2022-07-18;26026.0;14987.61;0.0;1.7365010165063008;
PTWE35;2022-07-19;39762.0;6365.518;0.0;6.246467294570528;
PTWE35;2022-07-20;40401.0;10892.128;0.0;3.709192547131286;
PTWE35;2022-07-21;45661.0;10552.047999999999;0.0;4.327216858755761;
PTWE35;2022-07-22;38716.0;12692.59;0.0;3.0502836694480795;
PTWE35;2022-07-23;0.0;0.0;0.0;;
PTWE35;2022-07-24;2859.0;0.0;0.0;;
PTWE35;2022-07-25;43953.0;12451.789999999999;0.0;3.5298539406784086;
PTWE35;2022-07-26;44889.0;11207.84;0.0;4.005142828591414;
PTWE35;2022-07-27;42690.0;12180.26;0.0;3.504851292172745;
PTWE35;2022-07-28;44348.0;11486.168;0.0;3.860991759827995;
PTWE35;2022-07-29;34349.0;11151.676;0.0;3.08016481110104;
PTWE35;2022-07-30;0.0;0.0;0.0;;
PTWE35;2022-07-31;3081.0;0.0;0.0;;
PTWE35;2022-08-01;41489.0;10338.954000000002;0.0;4.0128817673431945;
PTWE35;2022-08-02;44129.0;10644.688;0.0;4.145635832633141;
PTWE35;2022-08-03;38329.0;14622.754;0.0;2.6211888677057686;
PTWE35;2022-08-04;30008.0;10970.96;0.0;2.7352209833961663;
PTWE35;2022-08-05;0.0;10570.84;0.0;;
PTWE35;2022-08-06;0.0;0.0;0.0;;
PTWE35;2022-08-07;0.0;0.0;0.0;;
PTWE35;2022-08-08;0.0;0.0;0.0;;
PTWE35;2022-08-09;0.0;0.0;0.0;;
PTWE35;2022-08-10;34.0;0.0;0.0;;
PTWE35;2022-08-11;740.0;0.0;0.0;;
PTWE35;2022-08-12;92.0;0.0;0.0;;
PTWE35;2022-08-13;0.0;0.0;0.0;;
PTWE35;2022-08-14;0.0;0.0;0.0;;
PTWE35;2022-08-15;0.0;0.0;0.0;;
PTWE35;2022-08-16;0.0;0.0;0.0;;
PTWE35;2022-08-17;0.0;0.0;0.0;;
PTWE35;2022-08-18;0.0;0.0;0.0;;
PTWE35;2022-08-19;0.0;0.0;0.0;;
PTWE35;2022-08-20;0.0;0.0;0.0;;
PTWE35;2022-08-21;0.0;0.0;0.0;;
PTWE35;2022-08-22;0.0;0.0;0.0;;
PTWE35;2022-08-23;0.0;0.0;0.0;;
PTWE35;2022-08-24;0.0;0.0;0.0;;
PTWE35;2022-08-25;0.0;0.0;0.0;;
PTWE35;2022-08-26;0.0;0.0;0.0;;
PTWE35;2022-08-27;0.0;0.0;0.0;;
PTWE35;2022-08-28;2870.0;0.0;0.0;;
PTWE35;2022-08-29;39985.0;0.0;0.0;;
PTWE35;2022-08-30;44930.0;10510.869999999999;0.0;4.2746223671304096;
PTWE35;2022-08-31;44906.0;12690.3;0.0;3.5386082283318756;
PTWE35;2022-09-01;49362.0;12620.52;0.0;3.911249298761065;
PTWE35;2022-09-02;38250.0;14241.39;0.0;2.68583333508878;
PTWE35;2022-09-03;0.0;12414.92;0.0;;
PTWE35;2022-09-04;2141.0;0.0;0.0;;
PTWE35;2022-09-05;43149.0;0.0;0.0;;
PTWE35;2022-09-06;44054.0;11249.242;0.0;3.9161749742782668;
PTWE35;2022-09-07;47280.0;12227.89;0.0;3.8665706021235065;
PTWE35;2022-09-08;45661.0;13566.23;0.0;3.36578400926418;
PTWE35;2022-09-09;40990.0;12746.369999999999;0.0;3.2158175229496715;
PTWE35;2022-09-10;0.0;0.0;0.0;;
PTWE35;2022-09-11;2390.0;0.0;0.0;;
PTWE35;2022-09-12;42305.0;14061.57;0.0;3.0085545212945637;
PTWE35;2022-09-13;40258.0;11482.158;0.0;3.506135344941256;
PTWE35;2022-09-14;41133.0;11646.261999999999;0.0;3.531862841485105;
PTWE35;2022-09-15;40568.0;11359.69;0.0;3.5712242147452966;
PTWE35;2022-09-16;31179.0;10838.562;0.0;2.8766731232427327;
PTWE35;2022-09-17;0.0;0.0;0.0;;
PTWE35;2022-09-18;2601.0;0.0;0.0;;
PTWE35;2022-09-19;40720.0;9884.492;0.0;4.119584496603366;
PTWE35;2022-09-20;42077.0;10765.272;0.0;3.9085867965063956;
PTWE35;2022-09-21;42304.0;12004.742;0.0;3.5239407893980563;
PTWE35;2022-09-22;40973.0;12191.572;0.0;3.3607643050461418;
PTWE35;2022-09-23;35504.0;8977.298;0.0;3.9548648156717086;
PTWE35;2022-09-24;0.0;0.0;0.0;;
PTWE35;2022-09-25;2869.0;0.0;0.0;;
PTWE35;2022-09-26;41680.0;13613.491999999998;0.0;3.0616685270759336;
PTWE35;2022-09-27;44601.0;10878.212;0.0;4.100030409409194;
PTWE35;2022-09-28;43347.0;13559.08;0.0;3.1968983146349164;
PTWE35;2022-09-29;38176.0;10299.08;0.0;3.7067388543442714;
PTWE35;2022-09-30;4545.0;12413.348;0.0;0.3661381280859926;
PTWE35;2022-10-01;0.0;1423.0;0.0;;
PTWE35;2022-10-02;1716.0;0.0;0.0;;
PTWE35;2022-10-03;43930.0;0.0;0.0;;
PTWE35;2022-10-04;41561.0;11789.74;0.0;3.5251837614739596;
PTWE35;2022-10-05;42662.0;12390.17;0.0;3.4432134506629044;
PTWE35;2022-10-06;42516.0;12439.57;0.0;3.417803026953504;
PTWE35;2022-10-07;35538.0;11716.892;0.0;3.0330568891477365;
PTWE35;2022-10-08;0.0;0.0;0.0;;
PTWE35;2022-10-09;2132.0;0.0;0.0;;
PTWE35;2022-10-10;45148.0;11805.782;0.0;3.8242278232818463;
PTWE35;2022-10-11;47872.0;36142.2;0.0;1.32454582178174;
PTWE35;2022-10-12;45054.0;0.0;0.0;;
PTWE35;2022-10-13;41462.0;0.0;0.0;;
PTWE35;2022-10-14;38821.0;0.0;0.0;;
PTWE35;2022-10-15;0.0;0.0;0.0;;
PTWE35;2022-10-16;2381.0;0.0;0.0;;
PTWE35;2022-10-17;47753.0;54001.13;0.0;0.8842963100957332;
PTWE35;2022-10-18;47100.0;0.0;0.0;;
PTWE35;2022-10-19;41910.0;0.0;0.0;;
PTWE35;2022-10-20;38802.0;37464.626000000004;0.0;1.0356969798657538;
PTWE35;2022-10-21;92.0;12361.782;0.0;0.007442292705048512;
PTWE35;2022-10-22;0.0;0.0;0.0;;
PTWE35;2022-10-23;3540.0;0.0;0.0;;
PTWE35;2022-10-24;44294.0;0.0;0.0;;
PTWE35;2022-10-25;48264.0;11751.282;0.0;4.107126354384143;
PTWE35;2022-10-26;49385.0;13011.75;0.0;3.795415681979749;
PTWE35;2022-10-27;51729.0;14525.42;0.0;3.56127395972027;
PTWE35;2022-10-28;42826.0;15449.79;0.0;2.7719470620636266;
PTWE35;2022-10-29;0.0;0.0;0.0;;
PTWE35;2022-10-30;0.0;0.0;0.0;;
PTWE35;2022-10-31;0.0;0.0;0.0;;
PTWE35;2022-11-01;2033.0;0.0;0.0;;
PTWE35;2022-11-02;46589.0;16410.112;0.0;2.8390421710711053;
PTWE35;2022-11-03;47497.0;14151.288;0.0;3.35637293227302;
PTWE35;2022-11-04;41148.0;12935.88;0.0;3.1809200456404976;
PTWE35;2022-11-05;0.0;12939.216;0.0;;
PTWE35;2022-11-06;3083.0;0.0;0.0;;
PTWE35;2022-11-07;42222.0;0.0;0.0;;
PTWE35;2022-11-08;47143.0;10865.472;0.0;4.33878988413941;
PTWE35;2022-11-09;45657.0;12696.252;0.0;3.5961006445051655;
PTWE35;2022-11-10;35313.0;12695.136;0.0;2.781616518326389;
PTWE35;2022-11-11;0.0;0.0;0.0;;
PTWE35;2022-11-12;0.0;0.0;0.0;;
PTWE35;2022-11-13;2841.0;0.0;0.0;;
PTWE35;2022-11-14;45165.0;11498.68;0.0;3.9278421523166136;
PTWE35;2022-11-15;43968.0;11410.1;0.0;3.853428103171751;
PTWE35;2022-11-16;45242.0;12743.9;0.0;3.550090631596293;
PTWE35;2022-11-17;46160.0;12312.2;0.0;3.749126882279365;
PTWE35;2022-11-18;42911.0;12854.599999999999;0.0;3.338182440527127;
PTWE35;2022-11-19;0.0;0.0;0.0;;
PTWE35;2022-11-20;2437.0;0.0;0.0;;
PTWE35;2022-11-21;48441.0;13275.46;0.0;3.64891310734242;
PTWE35;2022-11-22;47959.0;12717.72;0.0;3.771037575917696;
PTWE35;2022-11-23;41213.0;13531.16;0.0;3.0457846925171235;
PTWE35;2022-11-24;46100.0;10255.26;0.0;4.49525414275211;
PTWE35;2022-11-25;35966.0;12978.14;0.0;2.771275390772484;
PTWE35;2022-11-26;0.0;0.0;0.0;;
PTWE35;2022-11-27;3104.0;0.0;0.0;;
PTWE35;2022-11-28;43184.0;10901.476;0.0;3.9612984516958987;
PTWE35;2022-11-29;46997.0;11256.332;0.0;4.175161144856069;
PTWE35;2022-11-30;45316.0;12932.084;0.0;3.5041529269373752;
PTWE35;2022-12-01;45580.0;12800.54;0.0;3.560787279286655;
PTWE35;2022-12-02;38354.0;13204.02;0.0;2.9047214408945154;
PTWE35;2022-12-03;0.0;12174.13;0.0;;
PTWE35;2022-12-04;3152.0;0.0;0.0;;
PTWE35;2022-12-05;43658.0;0.0;0.0;;
PTWE35;2022-12-06;36474.0;11852.52;0.0;3.07732026607;
PTWE35;2022-12-07;37731.0;12943.14;0.0;2.91513496724906;
PTWE35;2022-12-08;37800.0;9570.812;0.0;3.949508150405629;
PTWE35;2022-12-09;24482.0;10303.984;0.0;2.3759741862953203;
PTWE35;2022-12-10;0.0;0.0;0.0;;
PTWE35;2022-12-11;3432.0;0.0;0.0;;
PTWE35;2022-12-12;33802.0;7178.864;0.0;4.708544415941018;
PTWE35;2022-12-13;32190.0;9309.37;0.0;3.457806489590595;
PTWE35;2022-12-14;27523.0;9467.86;0.0;2.9069927100738706;
PTWE35;2022-12-15;36791.0;9116.66;0.0;4.035578819436066;
PTWE35;2022-12-16;25696.0;10607.64;0.0;2.422404983577874;
PTWE35;2022-12-17;0.0;0.0;0.0;;
PTWE35;2022-12-18;2242.0;0.0;0.0;;
PTWE35;2022-12-19;32099.0;8992.316;0.0;3.569603203446142;
PTWE35;2022-12-20;11979.0;8454.572;0.0;1.416866519085768;
PTWE35;2022-12-21;0.0;4746.592;0.0;;
PTWE35;2022-12-22;731.0;0.0;0.0;;
PTWE35;2022-12-23;0.0;0.0;0.0;;
PTWE35;2022-12-24;0.0;0.0;0.0;;
PTWE35;2022-12-25;0.0;0.0;0.0;;
PTWE35;2022-12-26;0.0;0.0;0.0;;
PTWE35;2022-12-27;0.0;0.0;0.0;;
PTWE35;2022-12-28;0.0;0.0;0.0;;
PTWE35;2022-12-29;0.0;0.0;0.0;;
PTWE35;2022-12-30;0.0;0.0;0.0;;
PTWE35;2022-12-31;0.0;0.0;0.0;;
PTWE35;2023-01-01;0.0;0.0;386.5833333333333;;
PTWE35;2023-01-02;2064.0;0.0;460.0833333333333;;
PTWE35;2023-01-03;31629.0;0.0;3582.8333333333335;;
PTWE35;2023-01-04;27939.0;9205.634;288340.5;3.03498922507673;31.32217726666083
PTWE35;2023-01-05;35864.0;9021.144;282634.6666666667;3.975548999106987;31.330246659034227
PTWE35;2023-01-06;32124.0;10969.952;352609.9166666667;2.9283628588347517;32.143250641996126
PTWE35;2023-01-07;0.0;0.0;1048.25;;
PTWE35;2023-01-08;3315.0;0.0;468.6666666666667;;
PTWE35;2023-01-09;43435.0;12861.95;342762.3333333334;3.3770151493358314;26.649328704693563
PTWE35;2023-01-10;42825.0;11722.13;365990.6666666667;3.6533462775109986;31.222198240990906
PTWE35;2023-01-11;41825.0;13108.94;380582.5;3.1905707097599043;29.032286363352032
PTWE35;2023-01-12;42229.0;11861.598;416955.0;3.5601442571228596;35.15167180678354
PTWE35;2023-01-13;34760.0;12558.484;400288.5;2.7678500048254233;31.87395070933721
PTWE35;2023-01-14;0.0;0.0;939.1666666666666;;
PTWE35;2023-01-15;1859.0;0.0;560.1666666666666;;
PTWE35;2023-01-16;47168.0;15628.398;333699.75;3.018095648703085;21.3521405072996
PTWE35;2023-01-17;44832.0;12414.39;399924.0;3.611293023660446;32.21455101700527
